id,aclength,intplan,dataplan,datagb,ommin,omcall,otmin,otcall,ngmin,ngcall,imin,icall,cuscall,churn
442-7578,61,0,0,0,205.1,84,150.4,75,5.8,9,6.4,3,0,0
442-5102,114,0,0,0,233.3,93,227,110,19.5,15,2,1,1,0
417-5552,90,0,0,0,190.7,91,189.5,96,12.1,12,16.3,2,3,1
362-1677,191,0,1,1.5G,146.6,61,172,89,13.6,6,7.2,2,2,0
413-9395,59,0,0,0,198,80,236,94,22.4,13,12,2,1,0
397-3659,76,0,0,0,63.4,53,176.4,89,21.8,3,13.9,2,2,0
429-5357,115,0,1,1G,170.4,49,202.6,133,2.7,7,0,0,0,0
400-5738,80,0,1,1G,169.5,57,224.3,126,18.2,11,17.8,1,1,0
435-9404,55,1,1,1.5G,240.3,75,254.1,116,28.5,9,14.8,6,3,1
390-7822,66,1,0,0,239.4,85,189.8,114,32.9,9,12.8,4,2,0
393-8022,83,0,1,1.5G,213,85,267,127,30.1,13,16.7,5,2,0
449-3358,81,0,0,0,161.1,68,172.6,115,48.1,15,5.1,2,3,0
362-9419,76,0,0,0,151.1,78,200.4,75,6.3,8,10.7,2,2,0
403-2021,45,0,0,0,222,85,233.1,81,4.9,9,11.7,4,0,0
368-9769,77,1,0,0,173.2,46,161.8,139,19.5,10,6.8,5,0,1
427-1605,98,0,0,0,35.9,37,171.9,76,4.4,5,16.7,3,0,0
404-2904,107,0,0,0,176.3,94,179.6,81,17,6,7.4,2,1,0
409-4735,53,0,0,0,141.8,52,221.7,76,24.3,4,19.7,5,0,0
367-5422,103,0,0,0,255.8,89,190.6,109,12.2,11,6.2,1,2,0
390-5186,102,0,0,0,211.5,63,159.2,86,24.3,15,16.6,4,1,0
378-6606,157,0,1,1G,255.6,81,189.4,88,9,6,12.2,3,1,0
382-5833,31,0,1,500M,183.2,69,201,96,26.9,12,18.3,6,1,0
352-5890,77,0,1,1.5G,215.3,101,242,96,23.5,16,4.8,1,1,0
409-7864,94,0,0,0,208.7,78,261.7,107,17.1,8,1.4,1,2,0
440-9143,71,0,0,0,68,55,244,116,31.1,12,15.6,4,0,0
387-1442,18,0,1,500M,173.8,88,133.8,112,17.7,10,12.5,3,2,0
369-1026,114,0,1,1.5G,169,41,226.4,38,11.7,10,12,3,0,0
376-6243,91,0,0,0,243.5,88,256.1,128,9.2,6,11.5,1,2,0
413-9744,54,0,1,500M,239.4,99,215.6,80,25.6,7,10.3,3,0,0
433-2852,127,0,1,1G,140.3,63,184.7,70,7.8,13,8.8,4,0,0
384-5461,145,0,0,0,169,84,233.3,68,4.5,8,6.6,3,4,1
387-9199,112,0,0,0,168.3,97,262,118,18.9,10,15,2,2,0
367-9503,150,1,0,0,157,73,231.1,94,10.1,3,9.7,6,2,0
370-5154,59,0,0,0,202.8,73,194.6,98,4.5,9,18,4,4,0
391-7908,114,0,0,0,92.7,48,160.7,93,47.1,18,9.1,5,0,0
429-2604,78,0,0,0,186.2,107,132.4,111,44.7,15,26.1,10,3,0
379-8410,90,0,0,0,127.4,51,111.9,79,42.1,14,0,0,3,0
376-3451,72,0,0,0,251.1,85,202.8,99,18.8,14,5,1,2,0
365-8759,159,0,1,1G,67.3,54,171.1,90,16.4,14,19.3,4,1,0
403-4077,55,0,1,500M,200.1,64,153.7,74,15.6,4,10.8,2,3,0
352-7058,91,0,0,0,57.4,30,218.6,104,43,15,13.6,2,0,0
385-8785,133,0,0,0,222.4,71,215.3,95,20.7,14,5.8,1,3,0
399-6754,83,0,0,0,205.2,78,192.8,56,24.6,14,8.3,2,1,0
442-8571,115,0,0,0,161.3,55,165.5,90,19,9,15.7,3,3,0
441-2820,62,0,0,0,171,98,136.7,74,3.1,1,20.8,7,1,0
397-1771,58,0,0,0,61.2,22,127.7,94,2.9,5,9.4,2,1,0
373-7794,71,0,0,0,179.8,45,216.7,107,17.1,5,16.8,1,3,0
443-2732,14,0,0,0,194.3,68,259,76,13.6,8,10.8,2,1,1
423-5233,85,0,0,0,180,60,251.7,125,1.2,3,7.9,2,1,0
352-2299,78,0,0,0,208.9,82,167.2,81,34.9,11,12.8,2,4,1
350-3905,127,0,1,500M,175,78,186.1,86,12.6,5,8.3,1,4,0
384-7450,38,0,0,0,244.5,87,306.2,116,47.5,12,13,3,5,1
367-7656,116,0,0,0,179.5,80,192.4,104,40.6,15,12.4,5,0,0
432-1887,59,0,0,0,170.2,32,179.6,87,4.5,2,13.6,5,1,0
394-3101,95,0,1,1.5G,206,91,226.8,92,31.6,6,6,1,2,0
359-8546,118,0,0,0,190.6,120,233.7,136,7,2,15,5,1,0
430-1152,64,0,1,1.5G,85.9,48,157.1,74,20,12,9.2,1,4,0
418-2555,123,0,0,0,238.9,107,237.9,120,19.2,5,6.3,2,1,0
449-9408,115,0,0,0,67.2,68,123.2,73,70.6,22,9.9,1,1,0
421-1538,132,0,0,0,163.9,97,206.3,116,23.5,6,0,0,2,0
435-5284,84,0,0,0,108.9,59,156.2,100,14.8,1,11.8,3,1,0
433-9717,96,0,0,0,163.2,58,207.9,94,2.5,2,6,3,1,0
409-8436,87,0,0,0,188.5,77,166.3,94,19.2,16,6.5,1,3,0
425-1050,159,0,0,0,211.4,71,288.4,113,21.9,4,20.3,7,2,0
372-4782,107,1,1,1.5G,141.8,47,128.2,87,16.1,5,17.8,9,0,0
443-6411,143,0,0,0,157.8,65,239.6,113,4.1,6,12.2,5,0,0
375-4691,85,0,1,1.5G,177.7,91,152.1,127,11.9,12,6,1,2,0
429-1399,110,0,0,0,143.3,71,146.7,80,7.3,2,12.3,1,2,0
401-1918,114,0,0,0,195.4,61,144.4,89,18.9,15,9.9,3,0,1
359-7545,105,0,1,500M,156.8,56,121,105,10,8,19.7,6,0,0
368-2692,135,0,1,1.5G,210.3,66,203.2,83,35.9,12,8,2,0,0
396-6199,134,0,1,500M,109.4,54,226.2,51,5.7,1,0,0,0,0
376-6798,163,0,0,0,271.3,74,216.2,98,25.2,4,15.7,6,1,1
392-9411,118,0,0,0,164.5,55,189.6,125,30,10,20.5,2,1,1
378-1889,174,0,0,0,190.3,80,209.6,109,21.8,7,0,0,0,0
388-7213,104,0,0,0,183.2,46,226.6,109,11.8,5,0,0,2,0
409-3014,87,0,0,0,127.3,67,244,110,15.1,13,12.1,3,1,1
423-3337,88,0,1,1G,217.8,103,265.4,96,8.8,10,0,0,1,1
435-3433,117,0,0,0,178.2,69,246,110,14.1,10,11.2,1,1,0
401-3423,91,0,0,0,178.9,54,180.9,71,7.1,11,12,3,0,0
449-2246,60,0,1,1G,205.1,68,248.3,111,22.7,11,3.8,4,0,0
410-5017,34,0,0,0,162.6,63,240.1,150,22.8,6,0,0,1,0
449-1550,43,0,1,500M,194.3,47,239.8,103,5.6,4,19.4,2,1,1
403-3713,174,0,0,0,154.1,80,204.2,75,22.3,11,16.6,2,1,0
352-3917,117,0,0,0,241.1,81,252.8,111,27.2,11,0,0,1,0
441-7022,170,0,0,0,94.7,47,213,105,14,5,9.4,3,1,0
350-4084,94,1,1,500M,160.9,67,244.6,86,21.2,6,21.8,7,1,0
424-1527,123,0,0,0,201.1,61,103.9,94,28.6,9,3,1,1,0
449-4131,142,0,0,0,181.5,71,198.3,115,10.6,4,7,5,0,0
440-4598,81,0,0,0,220.1,102,234.2,114,12.9,8,19.7,4,1,0
445-9191,99,0,0,0,207.2,83,260.5,80,44.6,14,3.1,1,2,0
393-5706,71,0,1,1G,101.3,62,248.1,109,22,11,12.1,3,1,0
383-7909,112,0,0,0,131.8,74,190.2,49,7.7,10,9.9,3,1,0
399-7453,88,0,0,0,131,69,220.9,94,20.1,5,5.4,1,3,0
369-8334,48,0,1,1G,246,82,206.3,111,14.9,10,7.7,1,3,1
399-5818,172,0,1,2G,169.8,63,212.5,111,25.6,5,8.4,4,2,0
445-1343,159,0,1,1.5G,145.8,81,190.1,105,35.7,18,17.7,6,4,0
391-5585,173,1,0,0,190.4,86,289.2,99,18.1,8,17.4,5,1,1
434-3886,95,0,0,0,159.1,86,246.7,121,41.3,13,2.8,1,3,1
391-5954,77,0,0,0,153.3,82,295.1,102,13,6,21,6,2,0
449-2322,125,0,0,0,95.7,56,118,113,28.7,6,3.1,1,4,0
442-7798,113,0,1,1G,213.3,83,147.5,76,39.7,14,7,1,0,0
402-9172,49,0,0,0,159.5,65,190.6,40,60.7,23,17.3,4,1,0
363-4815,71,1,0,0,191.1,75,224.7,95,4.8,9,8.3,5,2,1
419-8809,166,0,0,0,228.8,75,207.9,102,26,11,0,0,5,0
429-8655,108,0,0,0,115,35,206.2,113,23.9,9,0,0,0,0
403-9765,60,0,0,0,225.8,62,197.1,85,19.5,8,10.5,4,2,0
418-1816,124,0,1,1G,146,81,62.5,76,5.8,8,7.8,2,2,0
435-9493,49,0,1,2G,155.5,79,139.2,71,36.2,16,16.8,5,2,1
385-9715,37,0,0,0,177.9,81,129.5,111,14.2,11,13.3,3,1,0
383-2511,103,0,1,1.5G,119.2,49,181.5,86,7.3,12,26.9,9,3,0
362-8933,169,0,0,0,153.6,44,113.9,55,1.4,10,14.7,2,1,0
400-3012,117,0,1,250M,288,85,225,143,5.8,12,9.5,1,1,0
450-7416,69,0,1,1.5G,51.8,44,209.2,132,18.3,6,13.3,7,2,0
435-7848,104,0,0,0,270.8,76,192.1,102,1.9,11,11.5,2,0,0
353-4126,62,0,0,0,178,91,225.2,85,25.8,10,10.6,1,0,0
354-2055,46,0,1,500M,182.8,64,194.5,55,11.1,16,14.6,4,4,1
439-3951,98,1,1,2G,188.2,72,161.5,118,19.5,1,21.8,5,0,0
404-5751,107,0,1,1G,159.6,40,179.5,98,42.5,21,7.9,1,1,0
443-1761,74,1,0,0,192.8,75,153.3,93,13.7,7,22.6,7,4,1
381-4822,40,0,0,0,201.6,34,232,93,89.9,23,1.3,2,2,0
367-3297,92,0,0,0,259.4,70,239.9,117,10.2,6,0,0,1,0
386-8216,82,0,0,0,158.3,70,311.1,106,25.6,5,9.1,3,3,0
383-4321,138,0,0,0,227.1,67,133,122,6.5,7,8,1,1,0
356-1726,124,0,1,250M,159.1,83,173.5,144,29,5,23.9,7,1,0
390-1904,143,0,1,2G,184.4,50,228.4,120,15.3,4,6.6,3,2,0
446-3427,111,0,0,0,240.6,78,212.9,100,24.9,5,12.4,4,2,1
424-2336,71,0,1,500M,330.8,119,265.8,142,27.6,11,17.8,4,2,1
448-4445,53,0,0,0,137.3,81,114.3,83,4.2,5,12.9,3,1,0
366-9136,99,0,1,1.5G,239.6,80,197.9,101,24.5,11,10,5,0,0
418-4519,92,0,1,250M,157.3,71,170.1,82,14,7,10.8,2,0,0
353-4900,95,0,1,500M,184.6,37,273.8,116,30.1,11,14.5,4,2,0
426-4732,129,0,0,0,187.9,90,242.2,108,26,4,2.2,3,1,0
439-3844,87,0,0,0,78.3,32,206.6,124,24.8,14,12.9,3,0,0
447-3646,107,0,1,500M,170.8,77,289.4,93,0,0,7.8,3,5,0
418-6417,62,0,0,0,174.6,75,197.5,93,21.2,6,30.4,11,2,1
412-7422,130,0,0,0,263.2,73,151.7,94,29.6,10,6.9,2,2,0
373-1647,34,0,0,0,183.4,68,217.7,128,16.5,4,11.9,1,2,0
398-7766,76,0,1,1.5G,183.1,72,225.8,102,24,10,1.1,1,2,0
422-3612,69,0,0,0,210.8,96,246.4,68,9.1,6,14.9,3,0,0
419-4601,140,0,0,0,238.5,108,256.8,121,11.3,10,0,0,1,0
441-1547,132,0,0,0,88.6,36,181,87,9.8,12,7.6,1,2,0
406-1056,67,0,0,0,133.1,64,136.4,45,35.4,12,8.2,2,1,0
369-6580,58,0,0,0,115.5,66,72.8,76,24.1,12,7.4,5,1,1
436-6793,42,0,0,0,189.8,101,180.4,116,25.4,10,1.1,1,1,0
352-9082,63,0,0,0,169.3,39,184.3,87,22,13,0.9,1,0,0
382-1805,66,0,0,0,105.6,29,159.7,113,10.3,4,6.3,2,1,0
356-6575,117,1,0,0,165.8,79,209.1,84,4.7,9,22.4,5,4,1
424-3249,115,1,0,0,234.2,71,225.3,112,30.1,11,28.9,9,1,0
364-2304,80,1,0,0,87.9,68,114.4,55,25.8,7,8.5,4,7,1
379-2698,97,0,0,0,126.6,68,170.4,80,15.7,11,14.4,1,1,0
367-4248,115,0,0,0,223.7,76,251.1,106,35,5,7.2,1,1,0
370-6242,160,0,0,0,166.6,86,295.6,99,12.2,11,17,5,4,0
365-4665,66,0,0,0,271.3,98,217,85,33.9,11,12.3,5,4,0
437-2364,125,0,0,0,217,100,281.2,121,10.7,1,8.1,3,1,0
384-7974,121,0,0,0,199.5,59,126.2,104,40.1,16,6.4,3,1,0
353-1058,137,0,0,0,290.5,100,218.4,85,14.5,12,0,0,2,1
444-5625,123,0,1,500M,176.7,81,145.5,104,8,2,2.9,2,4,0
376-7592,122,0,1,500M,143.3,63,162,91,15.8,8,8.2,2,2,0
432-6681,49,0,1,1.5G,103.9,45,182.6,79,35.5,16,8.6,1,1,0
422-2859,87,1,0,0,152.6,67,266.2,112,7,4,10.6,4,3,1
435-9921,60,0,0,0,136.6,41,153.6,66,15.4,12,0,0,5,0
400-2600,89,0,0,0,240.1,88,148.1,68,53.8,23,0,0,3,0
414-6225,93,0,0,0,154,73,187.1,99,13.3,11,12.9,4,1,0
431-2609,26,0,0,0,159.8,80,155.1,130,14.9,10,13,4,0,0
377-3580,129,0,1,1G,147.8,46,216.4,101,25.8,10,6.7,1,4,0
384-9063,72,0,0,0,178.9,64,251.2,144,31.5,12,0,0,1,1
398-7383,91,0,1,1.5G,146.2,72,211.2,113,8.6,11,0,0,3,0
444-8370,161,0,0,0,132.6,78,156,117,8.6,4,8.1,2,2,0
350-3764,193,0,1,500M,109.3,75,137.7,107,24.9,12,15,2,2,0
364-3424,173,0,0,0,145.1,48,97.7,64,17.9,4,7,2,0,0
361-8779,110,0,1,500M,140.2,98,177.8,77,16.5,2,8.6,3,1,0
445-8971,150,0,0,0,195.5,47,200.6,70,24.7,19,7.8,1,0,0
366-8771,197,0,0,0,237,78,248.5,89,6.6,6,0.4,1,1,0
435-9017,131,0,0,0,220.8,66,220.1,78,28.8,16,20.5,6,1,0
397-9141,139,0,1,500M,98.9,61,270.7,130,28.2,3,2.9,1,3,0
427-7575,100,0,0,0,222.7,70,193.3,115,23.7,3,7,1,1,0
426-5760,55,1,0,0,131.6,52,149.5,88,1.8,9,18.6,4,4,1
436-4043,131,0,1,500M,163.7,59,245.7,99,2,2,10.3,4,0,0
425-1455,136,0,1,250M,214.3,72,213.2,83,4.7,13,13.8,5,1,0
394-3603,163,0,0,0,157.6,70,114.3,102,11.3,3,12.4,5,2,0
362-7756,107,0,0,0,243.4,73,224.9,100,19.9,4,6.3,2,1,0
385-3254,110,1,1,2G,200.5,67,211.4,58,8,12,11.9,4,0,0
368-1042,54,0,1,2G,128.5,61,191.3,69,35.7,4,10.5,2,2,0
406-8309,106,0,0,0,160,51,126,90,8.6,7,4.2,1,1,0
433-5289,67,0,1,500M,167.7,51,238.3,70,29.3,13,0,0,3,1
350-1576,18,0,0,0,255.7,82,233.8,72,12.1,2,20.5,3,2,0
393-7902,46,0,1,100M,98.5,27,193.2,83,5.6,5,15.9,2,1,1
437-6675,101,0,0,0,179.6,69,165.3,98,27.5,12,11.6,1,3,0
437-3595,115,0,1,500M,253.6,81,229.4,105,27.6,15,16.5,4,0,1
405-6381,98,0,1,1.5G,164.7,64,147.2,57,11,6,4.6,2,2,0
427-3466,64,0,0,0,363.1,145,313.7,104,31.9,2,7.4,1,1,1
374-1024,167,0,0,0,154.2,69,193.2,75,15.8,9,10.7,2,3,0
398-9444,134,1,1,250M,142,57,219.8,125,22.1,12,17.8,5,1,0
443-6786,91,0,1,1G,222.6,85,201.7,85,8.6,6,9.2,2,3,0
435-3094,109,0,1,1G,249.9,76,200.7,93,46,18,11.3,2,2,0
446-5295,150,0,0,0,138.1,62,166.9,54,10.3,6,6.9,1,0,0
391-2357,40,0,0,0,189.7,79,185.1,59,33.6,16,5.4,1,4,0
433-8031,1,0,1,500M,139.8,76,128.1,69,15.2,1,15.8,4,0,0
379-4803,119,0,0,0,164.6,66,162.8,47,2.1,8,5.5,2,0,0
432-4081,7,0,0,0,193.1,47,130.9,102,9.2,8,7.4,1,1,0
437-2254,190,0,0,0,206,83,188.2,67,26.4,17,5.3,3,1,0
433-1256,112,0,0,0,46.4,82,128.9,73,6.7,5,5.8,2,0,0
408-4807,8,0,0,0,179.4,100,135,82,15.3,10,9.2,3,1,0
400-3319,120,0,0,0,149.8,57,148.2,96,10,5,7.5,4,3,0
364-7636,137,0,0,0,171.3,41,166.9,51,16.1,1,7.7,4,1,0
417-1176,95,0,0,0,140.6,69,204.9,80,27.2,12,2.7,1,2,0
380-3081,80,0,0,0,148.4,57,208.8,114,22.4,16,8.7,3,0,0
388-7395,54,0,0,0,213.4,78,200,73,14.2,11,4.4,2,4,1
357-7239,110,0,1,500M,230.8,98,240.1,105,13.9,16,9.1,3,1,0
429-5864,67,0,1,1G,103.6,63,105.1,106,15.3,8,18.2,3,1,0
409-5611,97,0,0,0,206.4,104,209.5,91,3.7,3,3.9,1,2,0
381-9569,80,0,0,0,177.8,86,216.1,114,30.9,7,13.2,3,0,0
412-1381,128,0,1,1G,140.8,65,189.7,107,11.6,2,17.6,3,2,0
415-8725,74,0,0,0,214.1,71,224.7,100,20.3,10,20.3,6,1,0
372-6132,123,0,1,500M,192.4,67,153,97,22.4,13,5,2,3,0
407-1621,82,0,1,500M,259.8,96,203.8,53,22.9,13,11.6,2,0,0
408-3521,75,0,1,2G,206.9,91,250.6,131,32,13,10.4,1,1,0
404-3782,88,0,0,0,219.8,63,279.5,119,25.6,14,12.8,7,3,1
444-8883,153,0,1,1.5G,164.2,95,208.3,116,5.7,11,18.2,8,2,0
367-4821,105,0,0,0,172.9,94,176.7,84,20.3,16,4.4,1,0,0
425-7430,112,0,0,0,172.2,49,152.6,112,25.5,11,23.3,7,0,0
431-8303,108,0,0,0,187.9,43,208.1,99,2.6,5,3.3,2,1,0
386-2037,45,0,0,0,233.1,124,186.1,79,32.8,8,6.7,2,3,0
399-7380,165,0,0,0,191,92,205.2,139,13.9,12,17,5,2,0
394-5852,43,0,0,0,262.4,83,128.5,89,38.9,16,7.1,2,3,0
438-8463,103,0,0,0,191.3,76,146.1,130,24.3,10,24.2,6,0,0
433-1466,73,0,0,0,135.4,58,210.1,94,23.3,16,4.6,1,1,0
355-4477,73,0,0,0,119.4,56,137.2,95,29.5,15,0,0,2,0
356-3087,171,0,0,0,160.2,70,162.8,127,34.1,15,22.4,5,0,0
360-6108,81,0,1,1.5G,199.4,69,261.3,111,25.7,13,14.6,2,3,1
435-6824,37,0,1,1.5G,196.2,65,215.5,113,43,9,3.5,1,1,0
424-8416,61,0,0,0,305.9,107,280.3,124,12.1,6,14.9,3,0,0
380-6135,102,1,0,0,96.7,50,195,70,6.6,7,29.4,8,0,1
353-7156,91,0,1,500M,198,85,183.3,76,17.8,5,12.5,2,0,0
384-7749,58,0,1,1G,162.7,75,205.2,143,39.7,17,5.8,1,1,0
416-3320,79,0,0,0,206.3,81,230.1,102,56,15,17,6,1,0
364-6867,79,0,0,0,218.3,65,229.7,84,47,10,11.1,4,0,0
448-2022,122,0,0,0,171,87,178.8,89,19.4,5,12.1,3,0,0
412-5290,126,0,0,0,135.9,58,225.8,52,12.5,9,17.8,4,0,0
389-2584,113,0,1,500M,98,71,105.3,87,12.6,4,19.8,6,0,0
419-2648,87,0,1,250M,233,68,159.9,121,16,7,10.8,5,3,1
418-3921,20,0,0,0,172.1,104,209.6,102,27.5,13,8.5,2,1,1
368-6270,105,0,0,0,282.2,92,228,103,1.5,4,8.3,2,0,1
391-1321,27,1,0,0,190.6,78,301.3,75,5.3,6,27.4,9,1,1
360-6595,68,0,0,0,220.5,69,252.5,91,0,0,12.4,3,2,1
412-1187,47,0,0,0,215.8,90,306.3,152,18,6,9.9,3,2,0
382-8753,69,0,0,0,139.2,74,217.3,94,19.6,9,15.1,5,1,0
445-5684,89,0,0,0,210,59,164.5,63,44,7,8.3,2,2,0
370-4095,91,0,0,0,275.1,106,170.7,61,10.9,9,16.5,2,1,1
406-2393,70,1,0,0,142.5,61,211.7,83,8.1,6,25.3,8,1,1
350-9329,61,0,0,0,137.5,60,246,103,13.1,1,6,1,2,0
427-7538,134,1,0,0,159.8,75,205.1,110,24.3,11,9.3,6,2,0
400-4146,7,0,0,0,191.9,66,286.6,108,6.5,6,7.4,2,2,0
433-2363,72,0,1,1G,230.4,92,187.2,116,13.8,9,16.9,5,2,0
388-6968,101,0,0,0,286.9,106,258.9,122,14,12,14.6,4,0,0
441-4335,158,0,0,0,110.2,60,132.3,65,41.4,15,20.6,5,2,0
353-3292,84,0,1,2G,163.2,56,283.7,132,40.1,16,14.3,4,0,0
375-3522,125,0,0,0,239.3,49,214.1,102,27.7,14,5.6,3,0,0
355-6908,80,0,0,0,89,35,137.2,115,18.8,2,20.8,4,0,0
366-4548,161,0,1,1.5G,219.4,88,256.2,157,15,13,9.8,3,1,0
389-4687,129,1,0,0,216.6,77,295.6,82,10.6,3,14.1,6,2,1
381-1318,76,0,0,0,265.1,81,207.2,75,3.5,8,18.2,5,1,0
411-1178,69,0,0,0,145.5,69,188.7,68,10.7,2,0,0,1,0
403-3098,133,0,0,0,266.2,108,216.8,111,17.3,10,5.8,3,2,0
356-8921,64,0,1,250M,91.8,50,192.6,95,0.4,7,10.9,5,3,0
428-5563,100,0,0,0,181.1,73,238.7,102,9.9,5,11.4,2,1,0
352-8736,161,1,1,1.5G,150.1,78,91.3,93,25.6,6,11.7,6,3,1
399-1546,86,1,0,0,220.2,90,159,70,13.8,7,23.2,6,4,1
421-7713,79,0,0,0,71.6,43,108.8,50,32.6,12,13,2,2,0
415-1489,73,0,0,0,194.2,92,226.5,61,50.3,12,6.3,1,2,0
407-5094,81,0,1,1.5G,220.7,57,239.4,141,7.9,10,10.9,4,1,0
417-4202,76,0,0,0,144.1,79,181,119,26.7,7,11.1,3,0,0
401-1233,90,0,0,0,146.2,70,200.8,49,35.5,21,7.2,2,0,0
371-3281,110,1,1,100M,185.6,85,228.7,130,18.6,10,13.9,5,3,0
438-7443,41,0,1,500M,162.8,65,204.8,65,5.4,2,9.9,3,1,0
359-9986,161,0,0,0,286.1,101,243.3,67,0,0,16.3,6,1,0
385-7279,156,0,0,0,134,60,210,113,10.6,3,4.7,1,1,0
420-7369,50,0,0,0,64.4,57,148.8,99,10.1,7,9.9,1,0,0
391-8803,35,0,1,100M,223.6,79,234.1,124,10.7,9,0,0,2,0
415-9895,116,0,0,0,238.8,92,165.8,76,15.5,9,17.5,3,1,0
421-7765,141,0,0,0,193.6,69,219,69,9.9,4,7.7,2,2,0
389-1164,69,0,0,0,143.4,51,193.1,145,19.2,8,12.6,3,4,1
404-3498,21,0,0,0,120.6,61,156.8,96,26.9,16,11.7,4,0,0
370-2166,43,0,0,0,199.7,61,170.7,114,0,0,11.3,1,3,1
361-5316,161,1,1,1.5G,160.9,59,128.6,61,23,13,18.9,7,0,1
439-5777,109,0,0,0,174.3,57,153.1,66,20,12,5.9,3,1,0
449-5787,52,0,1,1.5G,242.1,86,206.9,111,26.3,12,2.3,2,2,0
421-6649,86,0,0,0,239.4,103,148.9,42,25.1,11,9,4,1,0
357-1139,133,0,0,0,48.1,26,183.7,106,5.4,4,13.7,4,2,0
371-1341,140,0,1,100M,216.3,72,222,78,13,9,9.6,1,2,1
373-3977,115,0,1,500M,145.7,59,207.1,90,21.5,9,8.6,3,2,0
420-2318,64,0,0,0,160.2,68,169.1,53,19.9,8,6.4,1,0,1
379-2783,99,0,0,0,112.4,43,178.2,106,27.9,9,16.4,2,3,0
434-5935,130,0,0,0,224.2,47,172.9,73,39.5,13,14.2,1,0,0
401-5164,51,0,1,1G,190.5,85,144.8,71,10.6,7,2.3,3,1,0
357-6897,178,0,0,0,187.7,68,169.1,100,6.3,5,15.7,5,1,1
426-1871,96,0,1,1G,220.5,94,229.8,103,46.4,9,9,3,2,0
428-6727,88,0,0,0,253.6,68,224.6,87,42,15,17.2,4,3,0
404-3308,57,0,0,0,177.2,70,213.6,103,1.8,7,9.4,1,3,0
357-1259,80,0,0,0,206.5,55,267.3,100,33.1,11,14.4,5,3,0
358-3138,128,0,0,0,171.1,54,208.9,89,23.3,17,15.6,9,1,0
377-7467,20,0,0,0,216,76,165.3,67,3.6,10,5.9,1,4,0
395-4991,75,0,1,500M,258.5,67,240.4,90,12.6,4,7.6,1,1,0
440-2378,162,0,0,0,176.7,53,247.3,105,12.3,8,3.5,1,1,0
427-1421,54,0,0,0,218.2,64,181.6,99,42.3,13,8.6,3,0,0
396-9978,97,0,0,0,83,56,135.7,72,26.4,7,7.1,2,1,0
394-1775,68,1,0,0,216.5,94,208.9,100,16.1,7,13.6,6,1,1
383-3997,146,0,0,0,200.7,82,156.9,48,1,6,9.3,1,1,0
392-9392,102,0,0,0,248.8,83,254,98,9.4,14,10,3,0,0
399-9593,108,1,0,0,212.3,85,229.5,93,32.6,13,22.7,7,3,1
374-6384,148,0,1,1.5G,113,37,236.3,122,16.3,10,13.9,4,3,0
380-6712,124,0,0,0,275.6,102,213.2,78,32.8,12,9.9,1,1,0
387-2745,65,0,0,0,298.2,92,168.7,93,11,7,7.7,4,0,0
405-7790,123,1,0,0,102.5,73,141.2,101,7.3,8,20.9,9,0,0
366-8756,139,0,0,0,171.9,78,203.8,79,71.2,18,12.7,6,0,0
376-4251,23,0,0,0,157.1,72,200.3,87,1.7,5,13,2,2,0
379-6340,95,0,0,0,238.7,66,194.6,107,17.3,5,14.1,3,3,0
399-8595,108,0,0,0,176.1,58,206.2,63,4.9,8,7.8,2,3,0
439-1917,138,0,0,0,220.7,49,182.8,78,46.4,6,11.8,3,1,0
392-4917,111,0,1,1G,120.7,70,172.2,80,7.8,3,14.6,2,1,0
409-7509,83,0,0,0,222.9,81,217.2,64,8.2,7,0,0,3,0
370-8272,117,0,0,0,170.9,90,209.2,90,49.8,11,9.7,2,0,1
383-5755,163,0,0,0,239.4,101,202.8,107,42.1,17,8.5,1,1,0
359-3914,117,0,0,0,244,82,188.9,78,37.8,14,0,0,2,1
374-1943,86,0,1,1.5G,135.4,65,112.3,55,29.3,9,16.1,6,3,0
421-2793,113,0,1,250M,159.8,46,142.5,82,21.9,11,20.5,8,1,0
374-1703,130,0,0,0,209.3,67,170,117,6.5,9,3.5,1,3,0
356-4625,65,0,0,0,230,59,202.5,112,2.7,8,9.2,2,0,0
365-3511,128,0,0,0,167,84,174.5,73,19.8,12,9.2,4,0,0
421-9135,20,1,0,0,170.8,81,186.9,103,27.9,17,18.3,5,1,1
421-3965,81,0,1,1G,175.4,84,168.6,47,25.1,1,11.1,3,1,0
365-1774,47,0,1,1.5G,107.8,76,218.3,114,4.7,10,0,0,3,0
396-3168,81,0,0,0,110,58,195.6,79,16.6,6,7.1,2,0,0
447-6597,101,0,0,0,127,41,189.8,39,8.8,3,15,2,1,0
428-2211,97,1,0,0,175.2,92,196.4,86,36.6,18,26.5,10,3,1
409-3303,149,0,1,1G,179.5,83,252.8,94,19.7,15,16.6,4,1,1
398-6721,117,0,0,0,159.8,49,189.3,98,27,13,7.5,3,2,0
355-9602,111,0,0,0,153.7,53,173.2,66,11.8,3,4.3,3,0,0
383-2123,113,0,0,0,150.9,59,145.6,50,27.7,11,4.5,3,3,0
386-9514,124,0,0,0,189.6,87,243.2,109,28.7,16,9.2,2,0,0
350-7028,67,0,1,1.5G,138,61,161.7,76,43,15,6.7,2,2,0
380-3007,63,0,0,0,171.1,83,167.8,79,25.2,7,6.4,2,1,0
376-2534,136,0,0,0,266.9,73,229.7,142,38.7,10,13.8,1,2,0
